Source,Authors,Title,Year,Source.title,Volume,Issue,Page.start,Page.end,DOI,Link,reviewer1,reviewer2,Include?,Reason,broiler?,Marine,Aquatic,Fish,Chicken,Tadpoles,Hen,Penguin
Scopus,"Lajnaf, R., Picart-Palmade, L., Cases, E., Attia, H., Marchesseau, S., Ayadi, M.A.",The foaming properties of camel and bovine whey: The impact of pH and heat treatment,2018,Food Chemistry,240,,295,303,10.1016/j.foodchem.2017.07.064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026374426&doi=10.1016%2fj.foodchem.2017.07.064&partnerID=40&md5=9ff21ede7bc02e1a8c5de26e84262409,A,D,No,Irrelevant (food chemistry),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Hinderer, R.K., Litt, A.R., McCaffery, M.",Movement of Imperiled Chiricahua Leopard Frogs during Summer Monsoons,2017,Journal of Herpetology,51,4,497,503,10.1670/16-093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029598281&doi=10.1670%2f16-093&partnerID=40&md5=745eaa41b18aeb8cc9a68abbd22f8489,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Knox, C.D., Jarvie, S., Easton, L.J., Monks, J.M.","Soft-Release, but Not Cool Winter Temperatures, Reduces Post-Translocation Dispersal of Jewelled Geckos",2017,Journal of Herpetology,51,4,490,496,10.1670/16-078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029595071&doi=10.1670%2f16-078&partnerID=40&md5=ae762c032840818239d864a2cab45196,A,D,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Liu, Y., Xia, L., Jia, H., Li, Q., Jin, W., Dong, X., Pan, J.",Physiochemical and functional properties of chum salmon (Oncorhynchus keta) skin gelatin extracted at different temperatures,2017,Journal of the Science of Food and Agriculture,97,15,5406,5413,10.1002/jsfa.8431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020458791&doi=10.1002%2fjsfa.8431&partnerID=40&md5=65eb9920cbbdd8a6e4b68e83da9d5020,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Samson, D.R., Crittenden, A.N., Mabulla, I.A., Mabulla, A.Z.P.",The evolution of human sleep: Technological and cultural innovation associated with sleep-wake regulation among Hadza hunter-gatherers,2017,Journal of Human Evolution,113,,91,102,10.1016/j.jhevol.2017.08.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032925367&doi=10.1016%2fj.jhevol.2017.08.005&partnerID=40&md5=f84c5eea30490492707997c2ce178873,D,C,No,Irrelevant (humans),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Alhenaky, A., Abdelqader, A., Abuajamieh, M., Al-Fataftah, A.-R.",The effect of heat stress on intestinal integrity and Salmonella invasion in broiler birds,2017,Journal of Thermal Biology,70,,9,14,10.1016/j.jtherbio.2017.10.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032722523&doi=10.1016%2fj.jtherbio.2017.10.015&partnerID=40&md5=62ad2de2514fc49bdda5a6cf4d125fa9,D,C,No,Irrelevant (not behaviour),TRUE,,FALSE,FALSE,FALSE,FALSE,,
Scopus,"Gupta, R.K., Raghav, A., Sharma, A., Gupta, K., Neelabh, Mandal, P., Tripathi, A., Ansari, I.A., Das, M., Dwivedi, P.D.",Glycation of clinically relevant chickpea allergen attenuates its allergic immune response in Balb/c mice,2017,Food Chemistry,235,,244,256,10.1016/j.foodchem.2017.05.056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019635156&doi=10.1016%2fj.foodchem.2017.05.056&partnerID=40&md5=004f994bd6164c512e01fd353587b783,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Chang, C.-H., Lin, J.-Y., Lo, W.-Y., Lee, T.-H.","Hypothermal stress induced differential expression profiles of the immune response gene, warm-temperature-acclimation associated 65-kDa protein (Wap65), in the liver of fresh water and seawater milkfish, Chanos chanos",2017,Fish and Shellfish Immunology,70,,174,184,10.1016/j.fsi.2017.09.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028937054&doi=10.1016%2fj.fsi.2017.09.012&partnerID=40&md5=c825168ae7716e11def6148c363fa280,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
Scopus,"Ehl, J., Vuki?, J., Kratochvíl, L.","Hormonal and thermal induction of sex reversal in the bearded dragon (Pogona vitticeps, Agamidae)",2017,Zoologischer Anzeiger,271,,1,5,10.1016/j.jcz.2017.11.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033404315&doi=10.1016%2fj.jcz.2017.11.002&partnerID=40&md5=2a0e4c4ef6ed3d18cb9a126157521e02,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Eby, R., Scoles, R., Hughes, B.B., Wasson, K.",Serendipity in a salt marsh: detecting frequent sea otter haul outs in a marsh ecosystem,2017,Ecology,98,11,2975,2977,10.1002/ecy.1965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030465478&doi=10.1002%2fecy.1965&partnerID=40&md5=8db7e6e1398d78115560aec83bd6c84d,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Pincheira-Donoso, D., Jara, M., Reaney, A., García-Roa, R., Saldarriaga-Córdoba, M., Hodgson, D.J.",Hypoxia and hypothermia as rival agents of selection driving the evolution of viviparity in lizards,2017,Global Ecology and Biogeography,26,11,1238,1246,10.1111/geb.12626,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030089337&doi=10.1111%2fgeb.12626&partnerID=40&md5=deeaf18ef5eebc88a183cc6bb20e9ea7,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Krischek, C., Wimmers, K., Janisch, S., Wicke, M., Sharifi, A.R.",Temperature alterations during embryogenesis have a sex-dependent influence on growth properties and muscle metabolism of day-old chicks and 35-day-old broilers,2017,Animal,,,1,8,10.1017/S1751731117002701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033389062&doi=10.1017%2fS1751731117002701&partnerID=40&md5=e4f07d21da146fdbd29cdda93c1356cd,D,A,No,Irrelevant (not behaviour),TRUE,,FALSE,FALSE,FALSE,FALSE,,
Scopus,"Wu, J., Yonezawa, T., Kishino, H.",Rates of Molecular Evolution Suggest Natural History of Life History Traits and a Post-K-Pg Nocturnal Bottleneck of Placentals,2017,Current Biology,27,19,3025,3.03E+08,10.1016/j.cub.2017.08.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030720692&doi=10.1016%2fj.cub.2017.08.043&partnerID=40&md5=692a8f5ac76f391d0efa420b5610982f,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Barria, A.M., Bacigalupe, L.D.",Intraspecific geographic variation in thermal limits and acclimatory capacity in a wide distributed endemic frog,2017,Journal of Thermal Biology,69,,254,260,10.1016/j.jtherbio.2017.08.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027835123&doi=10.1016%2fj.jtherbio.2017.08.010&partnerID=40&md5=8440fd1a3c28debb52a1b2a0320cba9d,C,D,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Roe, J.H., Wild, K.H., Hall, C.A.",Thermal biology of eastern box turtles in a longleaf pine system managed with prescribed fire,2017,Journal of Thermal Biology,69,,325,333,10.1016/j.jtherbio.2017.09.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029783005&doi=10.1016%2fj.jtherbio.2017.09.005&partnerID=40&md5=07bba56490c1bf14b357fffef913a22e,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Nafus, M.G., Germano, J.M., Swaisgood, R.R.",Cues from a common predator cause survival-linked behavioral adjustments in Mojave Desert tortoises (Gopherus agassizii),2017,Behavioral Ecology and Sociobiology,71,10,,,10.1007/s00265-017-2387-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030455715&doi=10.1007%2fs00265-017-2387-0&partnerID=40&md5=e856efcb76f051d31723f56b2896cf7d,D,C,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Anders, J.L., Uchida, K., Watanabe, M., Tanio, I., Shimamoto, T., Hamada, M., Yanagawa, H., Koizumi, I.",Usefulness and limitation of a tiny light-temperature logger to monitor daily activity levels of arboreal squirrels in temperate areas,2017,Mammal Research,62,4,397,404,10.1007/s13364-017-0326-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029500801&doi=10.1007%2fs13364-017-0326-0&partnerID=40&md5=8ec449ece0315b5b432e7c31bf94f6a2,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Hoole, C., McKechnie, A.E., Parker, D.M., Bennett, N.C.","The activity patterns of two sympatric shrew species from the Eastern Cape Province, South Africa",2017,Journal of Zoology,303,2,145,154,10.1111/jzo.12476,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020202122&doi=10.1111%2fjzo.12476&partnerID=40&md5=ad39f9083c114ef219eef947f3bd1d0b,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Marteinson, S.C., Marcogliese, D.J., Verreault, J.",Multiple stressors including contaminant exposure and parasite infection predict spleen mass and energy expenditure in breeding ring-billed gulls,2017,Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,200,,42,51,10.1016/j.cbpc.2017.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021447770&doi=10.1016%2fj.cbpc.2017.06.005&partnerID=40&md5=70c7c2e6beafbb0762266da0dce4950a,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Molina, F.J., Leynaud, G.C.","Thermoconformity strategy in the freshwater turtle Hydromedusa tectifera (Testudines, Chelidae) in its southern distribution area",2017,Journal of Thermal Biology,69,,178,183,10.1016/j.jtherbio.2017.07.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026655721&doi=10.1016%2fj.jtherbio.2017.07.008&partnerID=40&md5=038374b1750eef6741758fb081aed2dd,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Black, I.R.G., Tattersall, G.J.",Thermoregulatory behavior and orientation preference in bearded dragons,2017,Journal of Thermal Biology,69,,171,177,10.1016/j.jtherbio.2017.07.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025659605&doi=10.1016%2fj.jtherbio.2017.07.009&partnerID=40&md5=2ebb3476ff96b13eabdae5099b4161ac,D,C,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Flegeltaub, M., Biro, P.A., Beckmann, C.",Avian nest abandonment prior to laying—a strategy to minimize predation risk?,2017,Journal of Ornithology,158,4,1091,1098,10.1007/s10336-017-1470-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029576812&doi=10.1007%2fs10336-017-1470-7&partnerID=40&md5=163a379dbc01f7459ead0a2c226ece96,D,C,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Caldwell, A.J., While, G.M., Wapstra, E.",Plasticity of thermoregulatory behaviour in response to the thermal environment by widespread and alpine reptile species,2017,Animal Behaviour,132,,217,227,10.1016/j.anbehav.2017.07.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029387826&doi=10.1016%2fj.anbehav.2017.07.025&partnerID=40&md5=e5ae4c4a7b6c946fbad784dbf5d1b8fb,D,C,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Kozlov, M.V., Lanta, V., Zverev, V., Rainio, K., Kunavin, M.A., Zvereva, E.L.",Decreased losses of woody plant foliage to insects in large urban areas are explained by bird predation,2017,Global Change Biology,23,10,4354,4364,10.1111/gcb.13692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029280777&doi=10.1111%2fgcb.13692&partnerID=40&md5=8b597bc40199287faae2658f78c14499,D,C,No,Irrelevant (not terrestrial vertebrates),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Willebrand, T., Willebrand, S., Jahren, T., Marcström, V.",Snow tracking reveals different foraging patterns of red foxes and pine martens,2017,Mammal Research,62,4,331,340,10.1007/s13364-017-0332-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029474824&doi=10.1007%2fs13364-017-0332-2&partnerID=40&md5=52eed3740bbfa5d8733fdbf5b517a50d,D,C,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Qadri, S., Haik, Y., Mensah-Brown, E., Bashir, G., Fernandez-Cabezudo, M.J., al-Ramadi, B.K.",Metallic nanoparticles to eradicate bacterial bone infection,2017,"Nanomedicine: Nanotechnology, Biology, and Medicine",13,7,2241,2250,10.1016/j.nano.2017.05.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026371947&doi=10.1016%2fj.nano.2017.05.013&partnerID=40&md5=fc376d7497e0e66a6a215f0cf60f236b,C,D,No,Irrelevant (not animals or behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Wacker, C.B., McAllan, B.M., Körtner, G., Geiser, F.",The role of basking in the development of endothermy and torpor in a marsupial,2017,"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",187,7,1029,1038,10.1007/s00360-017-1060-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014800437&doi=10.1007%2fs00360-017-1060-2&partnerID=40&md5=6f5565af615560d7bb3e93098c9b7f8a,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Czenze, Z.J., Brigham, R.M., Hickey, A.J.R., Parsons, S.",Stressful summers? Torpor expression differs between high- and low-latitude populations of bats,2017,Journal of Mammalogy,98,5,1249,1255,10.1093/jmammal/gyx071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032869554&doi=10.1093%2fjmammal%2fgyx071&partnerID=40&md5=f0d85c4444d828944b519a7cd360baf4,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Mehaisen, G.M.K., Ibrahim, R.M., Desoky, A.A., Safaa, H.M., El-Sayed, O.A., Abass, A.O.",The importance of propolis in alleviating the negative physiological effects of heat stress in quail chicks,2017,PLoS ONE,12,10,,,10.1371/journal.pone.0186907,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031796503&doi=10.1371%2fjournal.pone.0186907&partnerID=40&md5=4d07b9729621ab4c9abc6afa7ace99b4,D,C,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Li, H., Gao, Y., Li, Y., Yan, S., Xu, Y.",Dynamic of Dalinor lakes in the inner Mongolian plateau and its driving factors during 1976–2015,2017,Water (Switzerland),9,10,,,10.3390/w9100749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030484476&doi=10.3390%2fw9100749&partnerID=40&md5=d0f1c8b1f81ace45b1453374464dfe30,D,A,No,Irrelevant (not animals or behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Bellakhal, M., Neveu, A., Fertouna-Bellakhal, M., Aleya, L.",Artificial wetlands as tools for frog conservation: stability and variability of reproduction characteristics in Sahara frog populations in Tunisian man-made lakes,2017,Environmental Science and Pollution Research,,,1,12,10.1007/s11356-017-0278-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030122714&doi=10.1007%2fs11356-017-0278-6&partnerID=40&md5=35fcda0f123c3d638217c675158efa11,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Li, M., Sun, Y., Mao, H., Xu, J., Zheng, W., Liu, J.","Seasonal phenotypic flexibility in body mass, basal thermogenesis, and tissue oxidative capacity in the male Silky Starling (Sturnus sericeus)",2017,Avian Research,8,1,,,10.1186/s40657-017-0083-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029755272&doi=10.1186%2fs40657-017-0083-4&partnerID=40&md5=73bcc6c4830c91c99119460abc6df152,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"An, Z.F., Wei, D.B., Wei, L., Wang, Y., Wei, L.N.",The expression of Ldh-c in the skeletal muscle of plateau pika (Ochotona curzoniae) enhances adaptation to a hypoxic environment,2017,Biology Open,6,9,1336,1341,10.1242/bio.024943,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029431110&doi=10.1242%2fbio.024943&partnerID=40&md5=d350664ddacaedf8fc33364cefc795b5,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Renthlei, Z., Borah, B.K., Trivedi, A.K.",Effect of urbanization on daily behavior and seasonal functions in vertebrates,2017,Biological Rhythm Research,48,5,789,804,10.1080/09291016.2017.1345462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021672682&doi=10.1080%2f09291016.2017.1345462&partnerID=40&md5=2b70c4d1ee3307540f4a79c004405dfa,D,A,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Moura, M.R., Costa, H.C., Argôlo, A.J.S., Jetz, W.",Environmental constraints on the compositional and phylogenetic beta-diversity of tropical forest snake assemblages,2017,Journal of Animal Ecology,86,5,1192,1204,10.1111/1365-2656.12699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024406874&doi=10.1111%2f1365-2656.12699&partnerID=40&md5=defcaf1f71a0f13b1441973121e67adc,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Jorgensen, J.G., Brown, M.B.",Temporal Migration Shifts in the Aransas-Wood Buffalo Population of Whooping Cranes (Grus americana) Across North America,2017,Waterbirds,40,3,195,308,10.1675/063.040.0302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029591827&doi=10.1675%2f063.040.0302&partnerID=40&md5=73376a4def70ba94dc56d9d02f3678e7,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Kakegawa, M., Hasumi, M.",Effects of controlled water temperatures on oviposition in a lotic-breeding and externally fertilizing salamander (Hynobius kimurae),2017,River Research and Applications,33,7,1036,1043,10.1002/rra.3162,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019868728&doi=10.1002%2frra.3162&partnerID=40&md5=fa643fe1b8df0fcfe3a34f28052a4a73,D,C,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Kozma, J.M., Burkett, L.M., Kroll, A.J., Thornton, J., Mathews, N.E.","Factors associated with nest survival of Black-throated Sparrows, desert-breeding nest-site generalists",2017,Journal of Field Ornithology,88,3,274,287,10.1111/jofo.12209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029658334&doi=10.1111%2fjofo.12209&partnerID=40&md5=c4958da1bde4e1db129966996b3c9d55,A,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Blosser, E.M., Lord, C.C., Stenn, T., Acevedo, C., Hassan, H.K., Reeves, L.E., Unnasch, T.R., Burkett-Cadena, N.D.",Environmental drivers of seasonal patterns of host utilization by Culiseta melanura (Diptera: Culicidae) in Florida,2017,Journal of Medical Entomology,54,5,1365,1374,10.1093/jme/tjx140,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030419442&doi=10.1093%2fjme%2ftjx140&partnerID=40&md5=c1342adfb90e8c836eead3348437842c,A,D,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Chang, Y.-H., Wu, B.-Y., Chuang, T.-F., Lu, H.-L.",The design method for concrete waterfront amphibian ladder along streams,2017,Ecological Engineering,106,,66,74,10.1016/j.ecoleng.2017.05.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020004593&doi=10.1016%2fj.ecoleng.2017.05.019&partnerID=40&md5=9c0d7b49aead206b40a89667f8807706,C,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Mazumdar, S., Ghose, D., Saha, G.K.",Communal roosting behaviour of the black kite (Milvus migrans govinda) in an urban metropolis,2017,Journal of Ethology,35,3,269,277,10.1007/s10164-017-0516-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019152790&doi=10.1007%2fs10164-017-0516-x&partnerID=40&md5=6c0ccf78634f42c978d70d51bc4d3941,A,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Wan, X., Zhang, J., He, J., Bai, K., Zhang, L., Wang, T.",Dietary enzymatically treated Artemisia annua L. supplementation alleviates liver oxidative injury of broilers reared under high ambient temperature,2017,International Journal of Biometeorology,61,9,1629,1636,10.1007/s00484-017-1341-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016105094&doi=10.1007%2fs00484-017-1341-1&partnerID=40&md5=e90ab7edcd859def2c124da2ab6918be,C,D,No,Irrelevant (not behaviour),TRUE,,FALSE,FALSE,FALSE,FALSE,,
Scopus,"Rasoloariniaina, J.R.","Physico-chemical water characteristics and aquatic macroinvertebrates of Lake Tsimanampesotse, south-western Madagascar",2017,African Journal of Aquatic Science,42,2,191,199,10.2989/16085914.2017.1357532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029357478&doi=10.2989%2f16085914.2017.1357532&partnerID=40&md5=2f19d22af36a839f37a69acc216c284a,A,D,No,Irrelevant (incorrect species),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
Scopus,"George, D.B., Schneider, B.C., McGraw, K.J., Ardia, D.R.","Carotenoids buffer the acute phase response on fever, sickness behavior and rapid bill color change in zebra finches",2017,Journal of Experimental Biology,220,16,2957,2964,10.1242/jeb.155069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027892191&doi=10.1242%2fjeb.155069&partnerID=40&md5=aff85426c2f2a8b8a7ea1158039ac0a7,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Goldin, M.A., Mindlin, G.B.",Temperature manipulation of neuronal dynamics in a forebrain motor control nucleus,2017,PLoS computational biology,13,8,e1005699,,10.1371/journal.pcbi.1005699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030610111&doi=10.1371%2fjournal.pcbi.1005699&partnerID=40&md5=f1ecd96affe9793c849590dfedec4271,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Gómez Alés, R., Acosta, J.C., Laspiur, A.","Thermal biology in two syntopic lizards, Phymaturus extrilidus and Liolaemus parvus, in the Puna region of Argentina",2017,Journal of Thermal Biology,68,,73,82,10.1016/j.jtherbio.2017.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011999912&doi=10.1016%2fj.jtherbio.2017.02.001&partnerID=40&md5=7644f6f65447516f4ac19698ab25c25b,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Asamoah, B., Kjellstrom, T., Östergren, P.-O.",Is ambient heat exposure levels associated with miscarriage or stillbirths in hot regions? A cross-sectional study using survey data from the Ghana Maternal Health Survey 2007,2017,International Journal of Biometeorology,,,1,12,10.1007/s00484-017-1402-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026896100&doi=10.1007%2fs00484-017-1402-5&partnerID=40&md5=8ed43922413b43d263023df713d0c1e6,A,D,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Rivkin, I., Galnoy-Glucksam, Y., Elron-Gross, I., Afriat, A., Eisenkraft, A., Margalit, R.",Treatment of respiratory damage in mice by aerosols of drug-encapsulating targeted lipid-based particles,2017,Journal of Controlled Release,257,,163,169,10.1016/j.jconrel.2016.03.039,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964407284&doi=10.1016%2fj.jconrel.2016.03.039&partnerID=40&md5=9b3938f870453e4b69ca912eaefba8cb,D,A,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Rosenfeld, C.S., Denslow, N.D., Orlando, E.F., Gutierrez-Villagomez, J.M., Trudeau, V.L.",Neuroendocrine disruption of organizational and activational hormone programming in poikilothermic vertebrates,2017,Journal of Toxicology and Environmental Health - Part B: Critical Reviews,20,5,276,304,10.1080/10937404.2017.1370083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029507407&doi=10.1080%2f10937404.2017.1370083&partnerID=40&md5=2aca8a4246424ad61f5468ba19daaeed,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Catenazzi, A., Kupferberg, S.J.",Variation in thermal niche of a declining river-breeding frog: From counter-gradient responses to population distribution patterns,2017,Freshwater Biology,62,7,1255,1265,10.1111/fwb.12942,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019120174&doi=10.1111%2ffwb.12942&partnerID=40&md5=bb1ee9141dc14f62d4ac89a049031dce,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Pratt, A.C., Smith, K.T., Beck, J.L.",Environmental cues used by Greater Sage-Grouse to initiate altitudinal migration,2017,Auk,134,3,628,643,10.1642/AUK-16-192.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019674451&doi=10.1642%2fAUK-16-192.1&partnerID=40&md5=13e3778d64a0837f45f51fd1dc0fc93a,D,C,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Freitas, J.S., Teresa, F.B., de Almeida, E.A.",Influence of temperature on the antioxidant responses and lipid peroxidation of two species of tadpoles (Rhinella schneideri and Physalaemus nattereri) exposed to the herbicide sulfentrazone (Boral 500SC®),2017,Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,197,,32,44,10.1016/j.cbpc.2017.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018950925&doi=10.1016%2fj.cbpc.2017.04.005&partnerID=40&md5=e15473a55e1d085f77f3e4fe93b5d6c8,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
